Citympg,price,Horsepower,Classification,Driveline,EngineType,FuelType,Height,Highwaympg,Hybrid,ID,Length,Make,ModelYear,NumberofForwardGears,Torque,Transmission,Width,Year
24,769000,142,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,Gasoline,74,30,FALSE,2010 Kia Soul + AT,8,Kia,2010 Kia Soul,4,137,4 Speed Automatic,249,2010
24,770000,142,Manual transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,Gasoline,74,30,FALSE,2010 Kia Soul !,8,Kia,2010 Kia Soul,5,137,5 Speed Manual,249,2010
24,771000,142,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,Gasoline,74,30,FALSE,2010 Kia Soul ! AT,8,Kia,2010 Kia Soul,4,137,4 Speed Automatic,249,2010
24,772000,142,Manual transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,Gasoline,74,30,FALSE,2010 Kia Soul Sport,8,Kia,2010 Kia Soul,5,137,5 Speed Manual,249,2010
24,773000,142,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 142 hp 137 ft-lbs,Gasoline,74,30,FALSE,2010 Kia Soul Sport AT,8,Kia,2010 Kia Soul,4,137,4 Speed Automatic,249,2010
18,774000,210,Manual transmission,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,Gasoline,144,26,FALSE,2010 Ford Mustang V6 Convertible,169,Ford,2010 Ford Mustang Convertible,5,240,5 Speed Manual,85,2010
16,775000,210,Automatic transmission,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,Gasoline,144,24,FALSE,2010 Ford Mustang V6 Convertible AT,169,Ford,2010 Ford Mustang Convertible,5,240,5 Speed Automatic,85,2010
18,776000,210,Manual transmission,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,Gasoline,144,26,FALSE,2010 Ford Mustang V6 Premium Convertible,169,Ford,2010 Ford Mustang Convertible,5,240,5 Speed Manual,85,2010
16,777000,210,Automatic transmission,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,Gasoline,144,24,FALSE,2010 Ford Mustang V6 Premium Convertible AT,169,Ford,2010 Ford Mustang Convertible,5,240,5 Speed Automatic,85,2010
16,778000,315,Manual transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,24,FALSE,2010 Ford Mustang GT Convertible,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Manual,85,2010
17,779000,315,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,23,FALSE,2010 Ford Mustang GT Convertible AT,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Automatic,85,2010
16,780000,315,Manual transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,24,FALSE,2010 Ford Mustang GT Premium Convertible,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Manual,85,2010
17,781000,315,Automatic transmission,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,Gasoline,144,23,FALSE,2010 Ford Mustang GT Premium Convertible AT,169,Ford,2010 Ford Mustang Convertible,5,325,5 Speed Automatic,85,2010
12,782000,525,Manual transmission,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,Gasoline,228,20,FALSE,2010 Audi R8 Coupe 5.2,83,Audi,2010 Audi R8 Coupe,6,391,6 Speed Manual,138,2010
12,783000,420,Manual transmission,All-wheel drive,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,Gasoline,228,19,FALSE,2010 Audi R8 Coupe 4.2,79,Audi,2010 Audi R8 Coupe,6,317,6 Speed Manual,112,2010
18,784000,271,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,224,25,FALSE,2012 Kia Sedona LX,10,Kia,2012 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2012
18,785000,271,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,239,25,FALSE,2012 Kia Sedona EX,10,Kia,2012 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2012
15,786000,550,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,127,23,FALSE,2012 Ford Mustang Shelby GT500 Convertible,172,Ford,2012 Ford Mustang Shelby GT500 Convertible,6,510,6 Speed Manual,85,2012
15,787000,550,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,119,23,FALSE,2012 Ford Mustang Shelby GT500 Coupe,172,Ford,2012 Ford Mustang Shelby GT500 Coupe,6,510,6 Speed Manual,85,2012
15,788000,550,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,139,23,FALSE,2011 Ford Mustang Shelby GT500 Convertible,172,Ford,2011 Ford Mustang Shelby GT500 Convertible,6,510,6 Speed Manual,85,2011
15,789000,550,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,104,23,FALSE,2011 Ford Shelby GT500 Coupe,172,Ford,2011 Ford Shelby GT500 Coupe,6,510,6 Speed Manual,85,2011
15,790000,550,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,104,23,FALSE,2010 Ford Mustang Shelby GT500 Coupe,172,Ford,2010 Ford Mustang Shelby GT500 Coupe,6,510,6 Speed Manual,85,2010
14,791000,550,Manual transmission,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,Gasoline,139,22,FALSE,2010 Ford Mustang Shelby GT500 Convertible,172,Ford,2010 Ford Mustang Shelby GT500 Convertible,6,510,6 Speed Manual,85,2010
18,792000,271,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,24,25,FALSE,2011 Kia Sedona LX,10,Kia,2011 Kia Sedona,6,248,6 Speed Automatic Select Shift,,2011
18,793000,271,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 271 hp 248 ft-lbs,Gasoline,36,25,FALSE,2011 Kia Sedona EX,10,Kia,2011 Kia Sedona,6,248,6 Speed Automatic Select Shift,191,2011
17,794000,244,Automatic transmission,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,Gasoline,224,23,FALSE,2010 Kia Sedona,202,Kia,2010 Kia Sedona,5,253,5 Speed Automatic Select Shift,191,2010
17,795000,244,Automatic transmission,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,Gasoline,224,23,FALSE,2010 Kia Sedona LX,10,Kia,2010 Kia Sedona,5,253,5 Speed Automatic Select Shift,191,2010
17,796000,244,Automatic transmission,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,Gasoline,224,23,FALSE,2010 Kia Sedona EX,10,Kia,2010 Kia Sedona,5,253,5 Speed Automatic Select Shift,191,2010
11,797000,420,Manual transmission,All-wheel drive,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,Gasoline,220,20,FALSE,2011 Audi R8 Spyder 4.2,79,Audi,2011 Audi R8 Spyder,6,317,6 Speed Manual,113,2011
21,798000,200,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,188,31,FALSE,2010 Volkswagen GTI 4-Door,115,Volkswagen,2010 Volkswagen GTI 4-Door,6,207,6 Speed Manual,242,2010
12,799000,525,Manual transmission,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,Gasoline,220,19,FALSE,2011 Audi R8 Spyder 5.2,83,Audi,2011 Audi R8 Spyder,6,391,6 Speed Manual,113,2011
20,800000,175,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,FALSE,2012 Kia Sorento,63,Kia,2012 Kia Sorento,6,169,6 Speed Manual,92,2012
21,801000,175,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,29,FALSE,2012 Kia Sorento LX,63,Kia,2012 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2012
21,802000,175,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,FALSE,2012 Kia Sorento LX AWD,63,Kia,2012 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2012
20,803000,276,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,26,FALSE,2012 Kia Sorento LX V6,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
18,804000,276,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,24,FALSE,2012 Kia Sorento LX V6 AWD,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
22,805000,191,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs,Gasoline,173,32,FALSE,2012 Kia Sorento EX,63,Kia,2012 Kia Sorento,6,181,6 Speed Automatic Select Shift,92,2012
21,806000,191,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 191 hp 181 ft-lbs,Gasoline,173,28,FALSE,2012 Kia Sorento EX AWD,63,Kia,2012 Kia Sorento,6,181,6 Speed Automatic Select Shift,92,2012
20,807000,276,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,26,FALSE,2012 Kia Sorento EX V6,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
18,808000,276,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,173,24,FALSE,2012 Kia Sorento EX V6 AWD,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
20,809000,276,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,163,26,FALSE,2012 Kia Sorento SX,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
18,810000,276,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,163,24,FALSE,2012 Kia Sorento SX AWD,63,Kia,2012 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2012
18,811000,333,Manual transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,126,27,FALSE,2012 Audi S4 Sedan 3.0,109,Audi,2012 Audi S4 Sedan,6,325,6 Speed Manual,248,2012
17,812000,304,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,FALSE,2010 Chevrolet Camaro Coupe 1LS,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Manual,125,2010
18,813000,304,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,FALSE,2010 Chevrolet Camaro Coupe 1LS AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Automatic,125,2010
17,814000,304,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,FALSE,2010 Chevrolet Camaro Coupe 1LT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Manual,125,2010
18,815000,304,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,FALSE,2010 Chevrolet Camaro Coupe 1LT AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Automatic,125,2010
17,816000,304,Manual transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,FALSE,2010 Chevrolet Camaro Coupe 2LT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Manual,125,2010
18,817000,304,Automatic transmission,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,Gasoline,96,29,FALSE,2010 Chevrolet Camaro Coupe 2LT AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,273,6 Speed Automatic,125,2010
16,818000,426,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,24,FALSE,2010 Chevrolet Camaro Coupe 1SS,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Manual,125,2010
16,819000,426,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,25,FALSE,2010 Chevrolet Camaro Coupe 1SS AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Automatic,125,2010
16,820000,426,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,24,FALSE,2010 Chevrolet Camaro Coupe 2SS,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Manual,125,2010
16,821000,426,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,Gasoline,96,25,FALSE,2010 Chevrolet Camaro Coupe 2SS AT,228,Chevrolet,2010 Chevrolet Camaro Coupe,6,420,6 Speed Automatic,125,2010
18,822000,333,Manual transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,147,27,FALSE,2011 Audi S4 Sedan 3.0,95,Audi,2011 Audi S4 Sedan,6,325,6 Speed Manual,214,2011
20,823000,175,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,FALSE,2011 Kia Sorento,63,Kia,2011 Kia Sorento,6,169,6 Speed Manual,92,2011
21,824000,175,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,29,FALSE,2011 Kia Sorento LX,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
21,825000,175,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,173,27,FALSE,2011 Kia Sorento LX AWD,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
20,826000,276,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,26,FALSE,2011 Kia Sorento LX V6,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
18,827000,276,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,24,FALSE,2011 Kia Sorento LX V6 AWD,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
21,828000,175,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,208,29,FALSE,2011 Kia Sorento EX,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
21,829000,175,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,Gasoline,208,27,FALSE,2011 Kia Sorento EX AWD,63,Kia,2011 Kia Sorento,6,169,6 Speed Automatic Select Shift,92,2011
20,830000,276,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,26,FALSE,2011 Kia Sorento EX V6,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
18,831000,276,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,208,24,FALSE,2011 Kia Sorento EX V6 AWD,63,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
20,832000,276,Automatic transmission,Front-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,198,26,FALSE,2011 Kia Sorento SX,52,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
18,833000,276,Automatic transmission,All-wheel drive,Kia 3.5L 6 Cylinder 276 hp 248 ft-lbs,Gasoline,198,24,FALSE,2011 Kia Sorento SX AWD,52,Kia,2011 Kia Sorento,6,248,6 Speed Automatic Select Shift,92,2011
21,834000,176,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,29,FALSE,2012 Kia Sportage,87,Kia,2012 Kia Sportage,6,168,6 Speed Manual,62,2012
22,835000,176,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,32,FALSE,2012 Kia Sportage LX,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
21,836000,176,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,FALSE,2012 Kia Sportage LX AWD,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
22,837000,176,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,32,FALSE,2012 Kia Sportage EX,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
21,838000,176,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,FALSE,2012 Kia Sportage EX AWD,87,Kia,2012 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2012
22,839000,260,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo,Gasoline,99,29,FALSE,2012 Kia Sportage SX,98,Kia,2012 Kia Sportage,6,269,6 Speed Automatic Select Shift,62,2012
21,840000,260,Automatic transmission,All-wheel drive,Kia 2.0L 4 Cylinder 260 hp 269 ft-lbs Turbo,Gasoline,99,26,FALSE,2012 Kia Sportage SX AWD,98,Kia,2012 Kia Sportage,6,269,6 Speed Automatic Select Shift,62,2012
30,841000,140,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Diesel fuel,200,41,FALSE,2010 Volkswagen Golf 2.0L 2-Door TDI,105,Volkswagen,2010 Volkswagen Golf 2-Door,6,236,6 Speed Manual,249,2010
22,842000,170,Manual transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,200,30,FALSE,2010 Volkswagen Golf 2-Door,105,Volkswagen,2010 Volkswagen Golf 2-Door,5,177,5 Speed Manual,249,2010
23,843000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,200,30,FALSE,2010 Volkswagen Golf 2-Door AT,105,Volkswagen,2010 Volkswagen Golf 2-Door,6,177,6 Speed Automatic,249,2010
21,844000,176,Manual transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,29,FALSE,2011 Kia Sportage,87,Kia,2011 Kia Sportage,6,168,6 Speed Manual,62,2011
22,845000,176,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,31,FALSE,2011 Kia Sportage LX,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
21,846000,176,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,FALSE,2011 Kia Sportage LX AWD,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
22,847000,176,Automatic transmission,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,31,FALSE,2011 Kia Sportage EX,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
21,848000,176,Automatic transmission,All-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,99,28,FALSE,2011 Kia Sportage EX AWD,87,Kia,2011 Kia Sportage,6,168,6 Speed Automatic Select Shift,62,2011
22,849000,260,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo,Gasoline,99,27,FALSE,2011 Kia Sportage SX,98,Kia,2011 Kia Sportage,6,264,6 Speed Automatic Select Shift,62,2011
21,850000,260,Automatic transmission,All-wheel drive,Kia 2.0L 4 Cylinder 260 hp 264 ft-lbs Turbo,Gasoline,99,25,FALSE,2011 Kia Sportage SX AWD,98,Kia,2011 Kia Sportage,6,264,6 Speed Automatic Select Shift,62,2011
18,851000,333,Manual transmission,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,Gasoline,126,27,FALSE,2010 Audi S4 Sedan 3.0,109,Audi,2010 Audi S4 Sedan,6,325,6 Speed Manual,34,2010
20,852000,140,Manual transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,158,25,FALSE,2010 Kia Sportage LX,255,Kia,2010 Kia Sportage,5,136,5 Speed Manual,8,2010
20,853000,140,Automatic transmission,Front-wheel drive,Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,158,25,FALSE,2010 Kia Sportage LX AT,255,Kia,2010 Kia Sportage,4,136,4 Speed Automatic Select Shift,8,2010
19,854000,140,Manual transmission,Four-wheel drive,Kia 2.0L 4 Cylinder 140 hp 136 ft-lbs,Gasoline,158,24,FALSE,2010 Kia Sportage LX 4WD,255,Kia,2010 Kia Sportage,5,136,5 Speed Manual,8,2010
18,855000,173,Automatic transmission,Front-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,FALSE,2010 Kia Sportage LX V6,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
18,856000,173,Automatic transmission,Four-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,FALSE,2010 Kia Sportage LX V6 4WD,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
18,857000,173,Automatic transmission,Front-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,FALSE,2010 Kia Sportage EX,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
18,858000,173,Automatic transmission,Four-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,Gasoline,158,23,FALSE,2010 Kia Sportage EX 4WD,255,Kia,2010 Kia Sportage,4,178,4 Speed Automatic Select Shift,8,2010
26,859000,140,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,FALSE,2010 Honda Civic DX Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
25,860000,140,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,117,36,FALSE,2010 Honda Civic DX Sedan AT,105,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,214,2010
26,861000,140,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,FALSE,2010 Honda Civic DX-VP Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
25,862000,140,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,FALSE,2010 Honda Civic DX-VP Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
26,863000,140,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,FALSE,2010 Honda Civic LX Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
25,864000,140,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,FALSE,2010 Honda Civic LX Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
26,865000,140,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,FALSE,2010 Honda Civic LX-S Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
25,866000,140,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,FALSE,2010 Honda Civic LX-S Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
26,867000,140,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,FALSE,2010 Honda Civic EX Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
25,868000,140,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,FALSE,2010 Honda Civic EX Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
26,869000,140,Manual transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,34,FALSE,2010 Honda Civic EX-L Sedan,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Manual,216,2010
25,870000,140,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,Gasoline,155,36,FALSE,2010 Honda Civic EX-L Sedan AT,151,Honda,2010 Honda Civic Sedan,5,128,5 Speed Automatic,216,2010
21,871000,197,Manual transmission,Front-wheel drive,Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs,Gasoline,155,29,FALSE,2010 Honda Civic Si Sedan,151,Honda,2010 Honda Civic Sedan,6,139,6 Speed Manual,216,2010
24,872000,113,Automatic transmission,Front-wheel drive,Honda 1.8L 4 Cylinder 113 hp 109 ft-lbs CNG,Compressed natural gas,155,36,FALSE,2010 Honda Civic GX Sedan,151,Honda,2010 Honda Civic Sedan,5,109,5 Speed Automatic,216,2010
15,873000,266,Automatic transmission,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,41,22,FALSE,2011 Nissan Pathfinder SV,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
15,874000,266,Automatic transmission,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,41,22,FALSE,2011 Nissan Pathfinder Silver Edition,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
14,875000,266,Automatic transmission,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,52,20,FALSE,2011 Nissan Pathfinder Silver Edition 4x4,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
14,876000,266,Automatic transmission,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,Gasoline,52,20,FALSE,2011 Nissan Pathfinder SV 4x4,20,Nissan,2011 Nissan Pathfinder,5,288,5 Speed Automatic Select Shift,57,2011
